ചോദ്യം,ഉത്തരം
സെല്ലഫീല് ഡ് ആണവോർജ്ജ നിലയം മുമ്പ് അറിയപ്പെട്ടിരുന്നത് എങ്ങനെയായിരുന്നു?,വിംഡ്സ്കെയിൽ
"കോർസിക്കൻ, മറൈറ്റൈം എന്നിവ ഏതു വൃക്ഷത്തിന്റെ വകഭേദങ്ങളാണ്?",പൈൻ
" ഏത് രാജാവാണ് ഹെൻറി മോർഗൻ എന്ന ബുക്കാനീറിന് മാപ്പ് നൽകി നൈറ്റ് പദവി നൽകിയത്?
",ചാൾസ് രണ്ടാമൻ
മാച്ചു പിക്കു എന്നറിയപ്പെടുന്ന പുരാതന ഇൻകാ നഗരത്തിന്റെ അവശിഷ്ടങ്ങൾ ഏത് രാജ്യത്താണ് നിങ്ങൾ കണ്ടെത്തിയത്?,പെറു
സ്ഥാനത്തുനിന്ന് രാജിവച്ച ഏക പ്രസിഡന്റ് ആരാണ്?,റിച്ച് റിയാര്ഡ് നിക്സൺ
ഹാൻഡിൽ ഹാമർ പിടിച്ച പ്രേതം” എന്നറിയപ്പെട്ട മുൻ വെൽഷ് ബോക്സിംഗ് ചാമ്പ്യൻ,ജിംമി വൈൽഡ്
1709 ലെ മല്പ്ലകെറ്റ് യുദ്ധം ഏത് യുദ്ധത്തിന്റെ ഭാഗമായിരുന്നു?,സ്പാനിഷ് അനുയായികളുടെ യുദ്ധം
ഫ്രോഡോയുടെ രണ്ടാമത്തെ പേര് എന്താണ്?,ബാഗിൻസ്
റഗ്ബി യൂണിയനിൽ ഉയരത്തിലും താഴെയും ഒരു കിക്കിന് ഏത് ഐറിഷ് ക്ലബ്ബിന്റെ പേരാണ് നൽകിയിരിക്കുന്നത്?,ഗാരിയോവെൻ
2012 ൽ ഷിൻസോ അബെ ജപ്പാനിലെ പുതിയ ദേശീയത നേടി?,പ്രധാനമന്ത്രി
ട്രെബ്ബിയാനോ മുന്തിരിയിൽ നിന്നും നിർമ്മിച്ച വിനാഗിരിക്ക് പേരെന്താണ്?,ബാൽസാമിക് വിനൈഗർ
വലിയ സംഖ്യകളുടെ നിയമം എന്നത് പൊതുവേ വിശദീകരിക്കാനാവാത്തതായി കരുതപ്പെടുന്ന എന്തെല്ലാം വിശദീകരിക്കാൻ ശ്രമിക്കുന്ന ഒരു തത്വമാണ്.,യാദൃശ്ചികതകൾ
" 1952-ൽ പ്രധാനമന്ത്രി ഡേവിഡ് ബെൻ-ഗുരിയോൺ ഏത് ശാസ്ത്രജ്ഞനാണ് ഇസ്രായേൽ പ്രസിഡന്റ് സ്ഥാനം വാഗ്ദാനം ചെയ്തത്?
",ആൽബർട്ട് എയ്ൻസ്റ്റൈൻ
"ആപ്പാലാച്ചിയൻ , ഹാമർഡ് എന്നിവ ഏത് പരമ്പരാഗത സംഗീത ഉപകരണമാണ്?",ഡൽസിമർ
"1987-ൽ 10 ഡൗണിംഗ് സ്ട്രീറ്റിൽ നിന്ന് വിരമിച്ച വിൽബർഫോഴ്സ് ആരായിരുന്നു അല്ലെങ്കിൽ എന്തായിരുന്നു? 
",പൂച്ച
" അപ്ടൺ പാർക്കിനെതിരെ കളിക്കുന്ന ഇംഗ്ലീഷ് ഫുട്ബോൾ ടീം ഏതാണ്?
",വെസ്റ്റ് ഹാം യുണൈറ്റഡ്
ബി സി ജി വാക്സിൻ ഏതു രോഗത്തിനെതിരെ പ്രതിരോധശേഷി നൽകുന്നു?,ക്ഷയരോഗം
"ഏത് വ്യാപാരിയാണ് തന്റെ ജോലിയിൽ ലെഗ്ഗറ്റും യീലും ഉപയോഗിക്കുക?
",താക്കർ
" നിക്ക് ഹോൺബിയുടെ ഏത് പുസ്തകമാണ് അദ്ദേഹം ആഴ്സണലിന്റെ ആരാധകനാണെന്ന് പറഞ്ഞത്?
",ഫീവർ പിച്ച്
"ജെയിംസ് ഗ്രീവ്, ബ്ലെൻഹീം ഓറഞ്ച് , അയറിഷ് പീച്ച്, ആൻഡ് ആഷ്മീഡ്സ് കർണൽ (Ashmead's Kernel) എന്നീ പരമ്പരാഗത വേരൈറ്റികൾ ഏത് ഫലത്തിൽപ്പെട്ടവയാണ്?""",ആപ്പിൾ
ഫ്രണ്ട്സ് ൽ മോണിക്ക ഗെല്ലറിനെ ആര് അഭിനയിച്ചു?,കോര് ട്ട്നി കോക്സ്
ജാസ് ക്ലാസിക്കൽ മൂഡ് ഇൻഡിഗോ പ്രത്യേകിച്ച് ആരുടെ ഓര് ക്കെസ്റ്ററുമായി ബന്ധപ്പെട്ടിരിക്കുന്നു?,ഡ്യൂക്ക് എലിംഗ്ടൺ
"Z ൽ തുടങ്ങുന്നതും കിഴക്കൻ യൂറോപ്പിന്റെ ചില ഭാഗങ്ങളിൽ പരമ്പരാഗതമായി കാണപ്പെടുന്നതുമായ ഏത് തന്ത്രിവാദ്യമാണ്?
",സിഥർ
ഓസ്ട്രേലിയയിലെ പ്രധാന ടെന്നീസ് ടൂർണമെന്റിൽ വനിതാ സിംഗിൾസ് കിരീടം നേടിയത് ആരാണ്? 10 ജയങ്ങൾ നേടിയിട്ടുണ്ട്.,മാര് ഗരറ്റ് കോര് ട്ട്
ലൂയിസിയാനയിലെ ഏത് തുറമുഖമാണ് ജാസ്സിന്റെ ജന്മസ്ഥലം എന്ന് കരുതപ്പെടുന്നത് .,ന്യൂ ഓർലീൻസസ്
ഒരു ചെടിയുടെ ഏതു ഭാഗത്തുനിന്നാണ് നമുക്ക് ചിനമൺ കിട്ടുന്നത് ?,മരങ്ങളുടെ പുറം തൊലയിൽ
കൽക്കരി കരിഞ്ഞു കളഞ്ഞതിനുശേഷം അവശേഷിക്കുന്ന ഖര അവശിഷ്ടങ്ങളുടെ പേരെന്താണ്?,കോക്ക്
എലിസബത്ത് ടെയ്ലറിന് ഏത് ബ്രിട്ടീഷ് നടനെ വിവാഹം ചെയ്തു?,റിച്ചാർഡ് ബര് ട്ടൺ
"1984-ൽ പുറത്തിറങ്ങിയ 'എ പ്രൈവറ്റ് ഫംഗ്ഷൻ' എന്ന സിനിമയുടെ പ്രമേയം ഏത് മൃഗമാണ്?
",പന്നി
"1904-ൽ എലിസബത്ത് മാഗി യുഎസിൽ പേറ്റന്റ് ചെയ്ത 'ദി ലാൻഡ്‌ലോർഡ്‌സ് ഗെയിം', ഇപ്പോൾ പ്രചാരത്തിലുള്ള ഏത് ബോർഡ് ഗെയിമിന്റെ ഒരു രൂപമായിരുന്നു?
",മോനോപോളി
"ഗെറി ആൻഡേഴ്‌സൺ സഹ-സൃഷ്ടിച്ച 'ഫോർ ഫെതർ ഫാൾസ്' എന്ന കുട്ടികളുടെ ടെലിവിഷൻ പരമ്പരയിലെ ഷെരീഫിന്റെ പേരെന്താണ്?
",ടെക്സ് ടാക്കർ
"""ഇംഗ്ലണ്ടിലെ ആദ്യത്തെ 24 ഉയരമുള്ള കൊടുമുടികളിൽ 23 എണ്ണം ലേക്ക് ഡിസ്ട്രിക്റ്റിലാണ്, അതിൽ ഏറ്റവും ഉയരമുള്ളത് സ്കാഫെൽ പൈക്ക് ആണ്. ലേക്ക് ഡിസ്ട്രിക്റ്റിൽ ഇല്ലാത്ത കൊടുമുടി ഏതാണ്, ഇംഗ്ലണ്ടിലെ ഏറ്റവും ഉയരം കൂടിയ 11-ാമത്തെ കൊടുമുടിയാണിത്, 893 മീറ്റർ ഉയരത്തിൽ നോർത്ത് പെനൈൻസിൽ സ്ഥിതി ചെയ്യുന്നു?""",ക്രോസ് ഫെൽ
ഏതു ക്ലാസിക്കൽ ബാലെ ആണ് ഒരു ദുഷ്ട മാന്ത്രികന്റെ ശാപം കൊണ്ട് ഒരു ജീവി ആയിത്തീർന്ന ഒഡെറ്റിന്റെ കഥ പറയുന്നത്?,സ്വാൻ തടാകം
ബിബിസി ടിവിയിൽ നിറത്തിൽ പ്രദർശിപ്പിച്ച ആദ്യത്തെ കായിക പരിപാടി ഏതാണ്?,വിംബില് ഡൺ
"ആൻസ്ബാഖ് രാജ്ഞിയായ കരോലിൻ, ജർമ്മൻ വംശജിയായിരുന്നു, ഏതു ബ്രിട്ടീഷ് രാജാവിനെയാണ് വിവാഹം ചെയ്തത്?",ജോർജ് രണ്ടാമൻ
"ഒരു പ്രാണി സൂക്ഷ്മജീവിയാണെങ്കിൽ അതിന് ചെറുതോ ചെറുതോ ആയ എന്തെങ്കിലും ഉണ്ടോ?
",ചിറകുകൾ
"ക്രിസ്റ്റഫർ പ്ലമ്മറും ഹെലൻ മിറനും അഭിനയിച്ച 2009 ലെ ജീവചരിത്ര ചിത്രമായ ദി ലാസ്റ്റ് സ്റ്റേഷൻ, 1910 ൽ അസ്തപോവോ ട്രെയിൻ സ്റ്റേഷനിൽ വച്ച് മരിച്ച സാഹിത്യകാരന്റെ ജീവിതത്തിലെ അവസാന വർഷത്തെക്കുറിച്ചാണ്?
",ലിയോ ടോൾസ്റ്റോയ്
"അദ്ദേഹത്തിന്റെ 30-ാം ജന്മദിനത്തോട് അടുക്കുന്നുണ്ടെങ്കിലും, 1953-ൽ ഏത് ചിത്രത്തിലാണ് മർലോൺ ബ്രാൻഡോ ഒരു മോട്ടോർ സൈക്കിൾ സംഘത്തിന്റെ കൗമാരക്കാരനായ നേതാവിന്റെ വേഷം ചെയ്തത്?
",ദി വയൽഡ് വൺ
"ഒഡീഷ്യസിന്റെ കൂട്ടാളികളെ സിർസെ എന്താക്കി മാറ്റി?
",പന്നികൾ
" ഒരു ഹിമാനിയിൽ അടിഞ്ഞുകൂടുന്ന അവശിഷ്ടങ്ങളെ എന്താണ് വിളിക്കുന്നത്?
",മോറൈൻ
അമേരിക്കയിലെ ആദ്യ ടെലിഫോൺ സ്റ്റേജ് സ്ഥാപിച്ചത് ഏത് നഗരത്തിലാണ്?,ബോസ്റ്റൺ
ആദ്യ പോസ്റ്റാ സ്റ്റാമ്പിൽ ആര് പ്രത്യക്ഷപ്പെട്ടു?,വിക്ടോറിയ
"ഏത് സമുദ്രത്തിലെ ഏറ്റവും ആഴമേറിയ ഭാഗമാണ് സുന്ദ ട്രെഞ്ച്?
",ഇന്ത്യൻ മഹാസമുദ്രം
" 'ആസ്റ്ററിക്സ് ദി ഗൗൾ' എന്ന കാർട്ടൂൺ പരമ്പരയിൽ, എല്ലാ മയക്കുമരുന്നുകളും മരുന്നുകളും ഉണ്ടാക്കുന്ന ആസ്റ്ററിക്‌സിലെ ഗൗളിഷ് ഗ്രാമത്തിലെ പ്രധാന ഡ്രൂയിഡിന്റെ പേരെന്താണ്?
",ഗെറ്റാഫിക്സ്
2012 ഒക്ടോബറിൽ ന്യൂയോർക്കിൽ ഉണ്ടായ കൊടുങ്കാറ്റിന് പേരെന്താണ്?,സാൻഡി ചുഴലിക്കാറ്റ്
"കേംബ്രിഡ്ജിലെ ഫിറ്റ്‌സ്‌വില്യം കോളേജിന് പുറത്തുള്ളതുപോലുള്ള വലിയ അമൂർത്ത രൂപങ്ങൾക്കും ചാരിയിരിക്കുന്ന രൂപങ്ങൾക്കും പ്രശസ്തനായ ഇംഗ്ലീഷ് ശിൽപി ആരാണ്?
",ഹെൻറി മോര്
ഇന്ത്യൻ സമൂഹത്തിലെ ഏറ്റവും ഉയർന്ന ജാതിയുടെ പേര് എന്താണ്?,ബ്രാഹ്മണ
